mgnify	msp
MGYG000002535	msp_0626:0.2312849619713887,msp_0754c:0.689571831062844,msp_1432:0.07914320696576743
MGYG000001524	msp_1009
MGYG000001244	msp_0959
MGYG000002943	msp_0437c
MGYG000000369	msp_0723
MGYG000002293	msp_0041
MGYG000003486	msp_0330
MGYG000001885	msp_0880
MGYG000004839	msp_0244
MGYG000000371	msp_0727
MGYG000001327	msp_0266
MGYG000000861	msp_1607c
MGYG000001963	msp_0190
MGYG000001364	msp_0016
MGYG000004874	msp_0042:0.19648247121943457,msp_0110:0.276114133563875,msp_0234:0.1356664682229429,msp_0340:0.3917369269937476
MGYG000002284	msp_0134
MGYG000001521	msp_1457
MGYG000000184	msp_0076:0.2093533590064919,msp_0208:0.20679246164861437,msp_0558:0.21131604674717777,msp_1385:0.15298899312012873,msp_1643c:0.2195491394775873
MGYG000002552	msp_0158
MGYG000002014	msp_0973
MGYG000003409	msp_0867
MGYG000003963	msp_0679
MGYG000004660	msp_0109:0.5692531519787156,msp_0459:0.09730045888454085,msp_0625:0.3334463891367436
MGYG000004317	msp_0227
MGYG000002684	msp_0704
MGYG000003211	msp_0384
MGYG000002619	msp_0893
MGYG000002291	msp_0149
MGYG000000808	msp_0435
MGYG000002004	msp_1382
MGYG000000729	msp_0311
MGYG000000215	msp_0275
MGYG000004168	msp_1524
MGYG000002870	msp_1425
MGYG000002397	msp_1155
MGYG000004414	msp_1716
MGYG000004529	msp_1888
MGYG000004055	msp_0892
MGYG000000016	msp_0204
MGYG000002388	msp_1089
MGYG000004685	msp_1726
MGYG000001589	msp_0409
MGYG000004857	msp_0110:0.38372093023255816,msp_0977:0.6162790697674418
MGYG000004226	msp_1231
MGYG000001662	msp_1450
MGYG000001304	msp_0883
MGYG000003945	msp_0654:0.3670997117172085,msp_1239:0.16340606170200167,msp_1319:0.13593078948019277,msp_1332:0.3335634371005971
MGYG000001750	msp_1229
MGYG000004523	msp_1528
MGYG000003552	msp_0039
MGYG000001236	msp_0970
MGYG000002509	msp_0794
MGYG000000297	msp_1212
MGYG000001930	msp_1228
MGYG000002572	msp_1343
MGYG000001167	msp_1125
MGYG000002710	msp_1302
MGYG000002186	msp_0625
MGYG000000037	msp_1308
MGYG000004129	msp_0467
MGYG000002522	msp_0602c
MGYG000004267	msp_1570
MGYG000002175	msp_1160
MGYG000000749	msp_1542
MGYG000001770	msp_0084
MGYG000001866	msp_0081
MGYG000000506	msp_2195
MGYG000000508	msp_0823
MGYG000001345	msp_0021
MGYG000001368	msp_1747
MGYG000004165	msp_0841
MGYG000000418	msp_0635
MGYG000004799	msp_1617
MGYG000001562	msp_0429
MGYG000001855	msp_0582
MGYG000001023	msp_1195
MGYG000002603	msp_0339
MGYG000000575	msp_0038
MGYG000004071	msp_0874
MGYG000000069	msp_0340
MGYG000004629	msp_1028c
MGYG000000170	msp_0324
MGYG000002715	msp_0777
MGYG000000722	msp_0508
MGYG000004491	msp_0549
MGYG000002884	msp_0620
MGYG000003911	msp_0150c
MGYG000001055	msp_0328
MGYG000004131	msp_1422
MGYG000002955	msp_0369
MGYG000001875	msp_1719
MGYG000004775	msp_0009:0.2896774709152831,msp_0172:0.05026290109795032,msp_0346:0.06616888245806118,msp_0398:0.1983843256036543,msp_0425:0.1403313211862237,msp_0448:0.06948970023364051,msp_1060c:0.1856853985051868
MGYG000001162	msp_1064
MGYG000004347	msp_1271
MGYG000000965	msp_1136
MGYG000000138	msp_0083
MGYG000003077	msp_0130
MGYG000001727	msp_0851:0.11652542372881357,msp_1291:0.8834745762711865
MGYG000004074	msp_0276
MGYG000002440	msp_0638
MGYG000003944	msp_1214
MGYG000004627	msp_1028c
MGYG000004631	msp_1035
MGYG000002994	msp_0245:0.42890284234593407,msp_1365:0.5710971576540659
MGYG000001163	msp_1576
MGYG000004633	msp_0286:0.20833883994244654,msp_0883:0.2478546019125441,msp_0927:0.10273457947575187,msp_1101:0.44107197866925746
MGYG000003318	msp_0414
MGYG000002454	msp_0025
MGYG000000423	msp_1262
MGYG000004535	msp_1074
MGYG000000245	msp_0094
MGYG000000099	msp_0213
MGYG000000958	msp_1221
MGYG000000543	msp_0169:0.2656012362991096,msp_1912:0.7343987637008904
MGYG000001393	msp_1331
MGYG000000373	msp_0421:0.6290611412591515,msp_0657:0.37093885874084864
MGYG000000020	msp_1223c:0.6349693251533742,msp_1547c:0.36503067484662577
MGYG000001370	msp_0336
MGYG000002898	msp_1476
MGYG000001015	msp_0124:0.3470504688084945,msp_0374:0.09868557455055203,msp_0407:0.20006201651177502,msp_0456:0.3542019401291785
MGYG000000850	msp_0967
MGYG000000022	msp_0301
MGYG000002514	msp_0228
MGYG000001539	msp_1671c
MGYG000003868	msp_0413
MGYG000004136	msp_0185
MGYG000001792	msp_0120
MGYG000001769	msp_0708
MGYG000000902	msp_1772c
MGYG000003475	msp_1822
MGYG000000640	msp_1396c
MGYG000002441	msp_1513
MGYG000004195	msp_2063
MGYG000002873	msp_0830
MGYG000002492	msp_0068
MGYG000000425	msp_1579c
MGYG000000269	msp_1647
MGYG000000178	msp_0545:0.03373830138137136,msp_1060c:0.1842396255884292,msp_1484:0.19462259805121662,msp_1581:0.22643590734805008,msp_1584:0.07313457877079879,msp_1729:0.28782898886013386
MGYG000001879	msp_0059
MGYG000002279	msp_0530
MGYG000001321	msp_0195
MGYG000003169	msp_1146
MGYG000000370	msp_0404
MGYG000001429	msp_0287
MGYG000000088	msp_0983
MGYG000000189	msp_0133
MGYG000004047	msp_1093
MGYG000001677	msp_0645
MGYG000002874	msp_0689
MGYG000003306	msp_0521
MGYG000000312	msp_0816c
MGYG000002180	msp_1129
MGYG000002725	msp_1546
MGYG000000670	msp_0927
MGYG000000806	msp_0933
MGYG000004353	msp_0053:0.6160051824659901,msp_1443:0.38399481753401
MGYG000004525	msp_1626
MGYG000000791	msp_1069
MGYG000000072	msp_0286
MGYG000001182	msp_1198
MGYG000000089	msp_0127
MGYG000002059	msp_0124:0.25720329857339697,msp_0374:0.10440241420586811,msp_0407:0.10245936564837071,msp_0418:0.27544466726654565,msp_0456:0.12078630436127566,msp_0457:0.13970394994454294
MGYG000003230	msp_1008
MGYG000003302	msp_1197
MGYG000003201	msp_1178
MGYG000002974	msp_0745
MGYG000003907	msp_1358
MGYG000000105	msp_0063
MGYG000003921	msp_0418
MGYG000004230	msp_0515
MGYG000000043	msp_0101
MGYG000001249	msp_0946:0.4118041582830315,msp_0999:0.5881958417169685
MGYG000000060	msp_0029
MGYG000000135	msp_0180
MGYG000001936	msp_1355
MGYG000004143	msp_0632
MGYG000004162	msp_1290
MGYG000001861	msp_2025
MGYG000000243	msp_0040
MGYG000000857	msp_1393
MGYG000004105	msp_0815
MGYG000000438	msp_0824
MGYG000003311	msp_0922
MGYG000001803	msp_0987
MGYG000003004	msp_0370
MGYG000000140	msp_0164
MGYG000003243	msp_1363
MGYG000004142	msp_0213:0.16258169624021712,msp_0276:0.1824352746716271,msp_1085:0.15453861859319867,msp_1572:0.36862264887922647,msp_1652:0.13182176161573056
MGYG000001817	msp_1775
MGYG000003949	msp_0238
MGYG000004499	msp_0516
MGYG000002483	msp_0308
MGYG000001439	msp_0111
MGYG000002925	msp_1304:0.22154755884643637,msp_1370:0.7784524411535636
MGYG000004041	msp_0942
MGYG000001159	msp_0878
MGYG000000980	msp_0595
MGYG000003097	msp_0390
MGYG000001295	msp_0295
MGYG000000913	msp_1145
MGYG000001988	msp_0181
MGYG000002485	msp_0338
MGYG000001869	msp_1394
MGYG000002453	msp_0070
MGYG000000813	msp_0909
MGYG000004726	msp_1519
MGYG000004224	msp_1708
MGYG000000032	msp_0024
MGYG000000193	msp_0572
MGYG000003118	msp_0881
MGYG000000139	msp_0378
MGYG000002506	msp_0005
MGYG000003833	msp_0596
MGYG000004256	msp_0322
MGYG000001841	msp_0976
MGYG000004037	msp_1000
MGYG000002104	msp_0374:0.1849098743382328,msp_0873:0.14675932405655281,msp_0942:0.10471686517563052,msp_1142:0.18849598504866583,msp_1227c:0.12021487945948042,msp_1531c:0.2549030719214376
MGYG000000204	msp_0551
MGYG000001247	msp_0402
MGYG000000225	msp_0386
MGYG000004581	msp_0945
MGYG000002278	msp_0464
MGYG000001225	msp_1032
MGYG000002621	msp_0217
MGYG000002026	msp_0912
MGYG000004639	msp_0642
MGYG000000530	msp_0144
MGYG000000532	msp_0273
MGYG000000788	msp_0011:0.48849202077903675,msp_0027:0.1775919589561171,msp_0031:0.12371314849156594,msp_0128:0.21020287177328018
MGYG000000406	msp_0943
MGYG000001409	msp_1634
MGYG000001547	msp_0104
MGYG000003220	msp_1466
MGYG000004139	msp_0704:0.4614488454773533,msp_1877:0.5385511545226467
MGYG000002459	msp_0916
MGYG000001827	msp_1067
MGYG000001042	msp_0568
MGYG000001958	msp_1652
MGYG000003449	msp_1829
MGYG000001987	msp_0420
MGYG000001059	msp_1158
MGYG000002164	msp_1311
MGYG000003329	msp_1799
MGYG000003346	msp_1636
MGYG000002188	msp_0975
MGYG000003351	msp_1344c
MGYG000001389	msp_1714
MGYG000002519	msp_0209:0.28173132118150157,msp_1511c:0.7182686788184984
MGYG000003313	msp_1850
MGYG000001170	msp_0424:0.2302857142857143,msp_1060c:0.7697142857142857
MGYG000004723	msp_0467:0.29230832865643497,msp_0914:0.2150377940309524,msp_1013:0.1393272518092971,msp_1637:0.35332662550331545
MGYG000002720	msp_0306
MGYG000001013	msp_1571c
MGYG000002030	msp_1167
MGYG000004249	msp_1301
MGYG000001219	msp_1118
MGYG000000104	msp_1677
MGYG000001033	msp_0526:0.18209876543209877,msp_1649:0.8179012345679012
MGYG000002380	msp_1223c
MGYG000000659	msp_1082
MGYG000001034	msp_0320
MGYG000004150	msp_1205
MGYG000002998	msp_1603c
MGYG000002969	msp_0869
MGYG000002952	msp_1156
MGYG000002472	msp_1223c
MGYG000000646	msp_0277
MGYG000000248	msp_0600c
MGYG000002528	msp_0107
MGYG000004164	msp_1629
MGYG000001204	msp_0125:0.18896280571030896,msp_0425:0.530673305545769,msp_0725:0.28036388874392215
MGYG000002693	msp_0575:0.44743828639454436,msp_0745:0.5525617136054556
MGYG000003690	msp_0925
MGYG000002626	msp_1402
MGYG000000540	msp_1211
MGYG000001546	msp_0637
MGYG000002831	msp_0854
MGYG000001186	msp_0533
MGYG000003844	msp_0252
MGYG000004246	msp_1001
MGYG000001771	msp_0681
MGYG000004321	msp_1127
MGYG000001597	msp_0155
MGYG000003990	msp_0529
MGYG000004138	msp_0518
MGYG000003335	msp_0563
MGYG000001675	msp_0234
MGYG000001332	msp_0150c
MGYG000001607	msp_0706
MGYG000003819	msp_1030
MGYG000002227	msp_0762:0.2356554932601694,msp_1997:0.7643445067398306
MGYG000004070	msp_0859
MGYG000002136	msp_0647
MGYG000002620	msp_1696c:0.40225068809956677,msp_2159:0.5977493119004332
MGYG000003702	msp_0125
MGYG000001905	msp_0911
MGYG000000989	msp_1679
MGYG000002723	msp_0692
MGYG000002596	msp_1949
MGYG000004847	msp_0848
MGYG000000938	msp_0303:0.2850395347092871,msp_1357:0.714960465290713
MGYG000001884	msp_0248
MGYG000000029	msp_0022
MGYG000004322	msp_1668
MGYG000004252	msp_0931
MGYG000004856	msp_0573:0.30738141660680596,msp_1009:0.13273288444384804,msp_1051:0.3959489434257161,msp_1339:0.16393675552362985
MGYG000002711	msp_0249
MGYG000001929	msp_0857
MGYG000000872	msp_0786
MGYG000002191	msp_0811
MGYG000002287	msp_0650
MGYG000003250	msp_1592
MGYG000000909	msp_0254
MGYG000002042	msp_0312
MGYG000004475	msp_0902
MGYG000002845	msp_0591:0.7287946428571428,msp_1656:0.27120535714285715
MGYG000004106	msp_1460
MGYG000001737	msp_0709
MGYG000002236	msp_1104
MGYG000004784	msp_0423:0.15950561968281285,msp_0640:0.0959432298843987,msp_0874:0.15436027711239955,msp_0903:0.2225014315933978,msp_1062:0.16642838263584067,msp_1085:0.06704264224846775,msp_1143:0.13421841684268265
MGYG000003374	msp_1404
MGYG000001421	msp_1264c
MGYG000000948	msp_1179
MGYG000004669	msp_1042:0.49476175164098407,msp_1275:0.4324958169106562,msp_1417:0.07274243144835979
MGYG000004687	msp_1801
MGYG000003989	msp_0089:0.13852891798075512,msp_0196:0.07162138205126242,msp_0326:0.0658275984123607,msp_0381:0.06316405396792993,msp_0417:0.05049193130144203,msp_0849:0.05953613030297474,msp_1209:0.13847597328697778,msp_1618:0.4123540126962973
MGYG000004000	msp_0907
MGYG000001464	msp_0610
MGYG000004207	msp_0535
MGYG000001020	msp_0071:0.11917778742951596,msp_0131:0.23984529720190084,msp_0154:0.24166690705406718,msp_1422:0.399310008314516
MGYG000001795	msp_0680c
MGYG000002034	msp_1021
MGYG000000149	msp_0362
MGYG000002075	msp_0071:0.35238354899114727,msp_0647:0.31727755211178205,msp_0655:0.3303388988970707
MGYG000000710	msp_1098
MGYG000004562	msp_0422:0.3028862226514617,msp_1234:0.5496824040711712,msp_1980:0.1474313732773671
MGYG000000562	msp_0048
MGYG000000969	msp_0440
MGYG000000209	msp_0093
MGYG000003163	msp_1879
MGYG000004285	msp_0887
MGYG000000077	msp_0337
MGYG000002816	msp_1816
MGYG000003251	msp_1559c
MGYG000004601	msp_0858
MGYG000002547	msp_0501
MGYG000001949	msp_0640
MGYG000002038	msp_1508
MGYG000000358	msp_1280
MGYG000004411	msp_1442
MGYG000001690	msp_1010
MGYG000004402	msp_0327
MGYG000000187	msp_0029
MGYG000000458	msp_0555
MGYG000001367	msp_0086
MGYG000002708	msp_0249:0.18445198846647667,msp_0314:0.13979519125880338,msp_0340:0.20227346889724374,msp_0370:0.08989700021660657,msp_0385:0.166006789619829,msp_0448:0.05699803935444773,msp_1060c:0.09688187149313329,msp_1556:0.06369565069345957
MGYG000000276	msp_0366
MGYG000000033	msp_0468
MGYG000001711	msp_0648
MGYG000000169	msp_0630
MGYG000002393	msp_0379
MGYG000002007	msp_0335
MGYG000000258	msp_0045
MGYG000000644	msp_0251
MGYG000002455	msp_0003
MGYG000002303	msp_0571
MGYG000002446	msp_0924
MGYG000001576	msp_0861
MGYG000004650	msp_1870
MGYG000003726	msp_1259c
MGYG000004655	msp_0531
MGYG000000953	msp_1861
MGYG000004130	msp_0319
MGYG000002234	msp_0072:0.25630586417609885,msp_0152:0.35691108892799656,msp_1499:0.3867830468959046
MGYG000000760	msp_0739c
MGYG000000296	msp_0935
MGYG000001914	msp_1439
MGYG000002530	msp_0053
MGYG000004250	msp_0480
MGYG000000887	msp_1204
MGYG000001319	msp_0206
MGYG000001746	msp_1181
MGYG000001228	msp_1136
MGYG000000651	msp_0596
MGYG000004487	msp_0605
MGYG000004644	msp_0462
MGYG000001373	msp_0868
MGYG000002986	msp_0974c
MGYG000000203	msp_0128
MGYG000000278	msp_0820
MGYG000002292	msp_0194
MGYG000001378	msp_0007
MGYG000001109	msp_0384
MGYG000003987	msp_0147
MGYG000002304	msp_1641
MGYG000001414	msp_1057c
MGYG000001178	msp_0473c:0.4754548482582772,msp_1533:0.5245451517417228
MGYG000002841	msp_0759
MGYG000004260	msp_1206
MGYG000001045	msp_0049
MGYG000002419	msp_1531c
MGYG000003997	msp_0809
MGYG000000114	msp_1702
MGYG000000119	msp_0182
MGYG000004098	msp_0810
MGYG000003693	msp_0016
MGYG000001564	msp_0135
MGYG000000449	msp_1139
MGYG000003069	msp_0878
MGYG000000238	msp_1489c
MGYG000001789	msp_0349
MGYG000000224	msp_0485
MGYG000001623	msp_0422:0.6519673048135248,msp_1908:0.3480326951864751
MGYG000001164	msp_0260
MGYG000004637	msp_1116
MGYG000003303	msp_1009
MGYG000004081	msp_0526
MGYG000001976	msp_0466
MGYG000002371	msp_0230
MGYG000002652	msp_1980
MGYG000004566	msp_0922
MGYG000004600	msp_0527
MGYG000001198	msp_1217
MGYG000003317	msp_1223c
MGYG000004099	msp_0569
MGYG000002988	msp_0437c
MGYG000001883	msp_1348
MGYG000000212	msp_0436
MGYG000003257	msp_1101
MGYG000001851	msp_0929
MGYG000003701	msp_1814
MGYG000001749	msp_0410
MGYG000002676	msp_0796
MGYG000002638	msp_1788
MGYG000000240	msp_0479
MGYG000000441	msp_0532
MGYG000002601	msp_0597
MGYG000002846	msp_1523
MGYG000001688	msp_0647
MGYG000004118	msp_0072:0.38904086709735464,msp_0131:0.35118023132473447,msp_1060c:0.259778901577911
MGYG000001704	msp_0171
MGYG000000727	msp_0354
MGYG000004548	msp_1120
MGYG000002479	msp_0963c
MGYG000002573	msp_0717
MGYG000001085	msp_0416
MGYG000002437	msp_0113:0.57564274848797,msp_0180:0.2792161357580546,msp_0812:0.1451411157539753
MGYG000003461	msp_0948
MGYG000002545	msp_0388
MGYG000001911	msp_1639
MGYG000003959	msp_0673
MGYG000002478	msp_0035:0.6495536974091277,msp_0069:0.3504463025908723
MGYG000000046	msp_0700
MGYG000000229	msp_0604
MGYG000002908	msp_1191c:0.44647440851688663,msp_1603c:0.5535255914831134
MGYG000003170	msp_1419
MGYG000002920	msp_0034:0.3868092691622103,msp_0046:0.6131907308377896
MGYG000004371	msp_0136
MGYG000000150	msp_0044
MGYG000002756	msp_0901
MGYG000001683	msp_0758
MGYG000001814	msp_0371
MGYG000002689	msp_1349
MGYG000004427	msp_1203
MGYG000000041	msp_0055
MGYG000000478	msp_1856
MGYG000000903	msp_1435
MGYG000002372	msp_0792
MGYG000003747	msp_0197:0.38297698078839476,msp_0501:0.6170230192116053
MGYG000001528	msp_0767
MGYG000002082	msp_0417
MGYG000000669	msp_0498
MGYG000002840	msp_0552
MGYG000000564	msp_1728
MGYG000000151	msp_0347
MGYG000001575	msp_0946
MGYG000001410	msp_0280
MGYG000003217	msp_0183
MGYG000000273	msp_0114
MGYG000001981	msp_0726
MGYG000004137	msp_0452
MGYG000002029	msp_0473c:0.4519671258279553,msp_1428:0.5480328741720447
MGYG000003991	msp_1108
MGYG000002617	msp_1143
MGYG000000585	msp_0942:0.18766937669376693,msp_1009:0.8123306233062331
MGYG000003288	msp_0617
MGYG000002608	msp_0888
MGYG000002181	msp_0710
MGYG000000231	msp_0042
MGYG000004044	msp_1564
MGYG000001728	msp_1649
MGYG000001007	msp_0860
MGYG000003114	msp_0362:0.13888136983512586,msp_0697:0.31946108236439236,msp_1351:0.02088721724531506,msp_1479:0.08675890447369812,msp_1601:0.16249252663766825,msp_1677:0.17082976596690774,msp_1866:0.10068913347689255
MGYG000004278	msp_0595:0.21460379654634956,msp_1217:0.7853962034536505
MGYG000002691	msp_0522:0.293412456204151,msp_1060c:0.3861810325835942,msp_1312:0.3204065112122549
MGYG000001551	msp_0184
MGYG000004567	msp_0873
MGYG000003003	msp_0573:0.5258019525801952,msp_1217:0.47419804741980476
MGYG000001705	msp_0626
MGYG000001183	msp_1010
MGYG000001191	msp_0776
MGYG000000148	msp_0246
MGYG000001300	msp_0893
MGYG000004245	msp_0398
MGYG000004609	msp_0055:0.32829528149825093,msp_0058:0.0417921371891567,msp_0208:0.21576298763748733,msp_0898:0.200623404346532,msp_1529:0.2135261893285729
MGYG000002320	msp_0403
MGYG000003729	msp_1063c
MGYG000004221	msp_0728
MGYG000000405	msp_0344
MGYG000000732	msp_0546:0.5243380388990109,msp_1855:0.4756619611009891
MGYG000004618	msp_0297
MGYG000000779	msp_0519
MGYG000000706	msp_1712
MGYG000004101	msp_1414
MGYG000002098	msp_0979
MGYG000001136	msp_0917
MGYG000001005	msp_0152:0.2290222905988886,msp_0171:0.425196762625825,msp_1478:0.3457809467752864
MGYG000000600	msp_0825
MGYG000000550	msp_0545
MGYG000002780	msp_0583
MGYG000004214	msp_0996
MGYG000001767	msp_1107
MGYG000000796	msp_0618
MGYG000002347	msp_1127
MGYG000002152	msp_0317
MGYG000000153	msp_0237
MGYG000002205	msp_1215
MGYG000001938	msp_0608
MGYG000004334	msp_0529
MGYG000000294	msp_0889
MGYG000004451	msp_0821
MGYG000001314	msp_0376
MGYG000001132	msp_0234
MGYG000003860	msp_1100
MGYG000001243	msp_0704
MGYG000001745	msp_0989
MGYG000002963	msp_0581
MGYG000001467	msp_1780c
MGYG000002040	msp_0639
MGYG000003908	msp_1409
MGYG000001058	msp_0547
MGYG000004872	msp_0132:0.33026661546928016,msp_0828:0.37672502879853,msp_0877:0.29300835573219
MGYG000004355	msp_1369
MGYG000001374	msp_0126
MGYG000003248	msp_1687
MGYG000004762	msp_1939
MGYG000000242	msp_0079
MGYG000000030	msp_0493
MGYG000000049	msp_0422
MGYG000004253	msp_0195
MGYG000001577	msp_0346:0.23347398030942337,msp_0773:0.7665260196905768
MGYG000002210	msp_2165
MGYG000000820	msp_0629
MGYG000001415	msp_0225
MGYG000000910	msp_0172:0.6366444849044618,msp_0213:0.07729136248869058,msp_0276:0.15741350367012102,msp_1060c:0.12865064893672654
MGYG000002060	msp_0356
MGYG000000344	msp_0430
MGYG000002114	msp_0213:0.3255880372916624,msp_0791:0.11934147983434994,msp_0903:0.07936208408984272,msp_1143:0.10442379485505619,msp_1238:0.3712846039290887
MGYG000004551	msp_0173
MGYG000002015	msp_1456c
MGYG000004394	msp_1364
MGYG000003748	msp_1259c
MGYG000001979	msp_0914
MGYG000002074	msp_0518:0.4311118484919936,msp_0562:0.5688881515080063
MGYG000000015	msp_1815
MGYG000002396	msp_0419
MGYG000004089	msp_0850:0.5220579847905391,msp_1621:0.47794201520946084
MGYG000004022	msp_0619
MGYG000000106	msp_1489c
MGYG000000551	msp_2101
MGYG000001876	msp_0561
MGYG000000504	msp_0503
MGYG000003892	msp_0459
MGYG000002349	msp_0380
MGYG000004178	msp_1175
MGYG000004840	msp_1237:0.8862245062057087,msp_1773:0.1137754937942914
MGYG000004482	msp_0965
MGYG000004159	msp_1177
MGYG000000870	msp_0411
MGYG000004019	msp_0211
MGYG000003134	msp_1418c:0.6753441164929648,msp_1543:0.3246558835070352
MGYG000001237	msp_0781
MGYG000001211	msp_1600
MGYG000002954	msp_0019
MGYG000004565	msp_1327
MGYG000001326	msp_0610
MGYG000002448	msp_0509
MGYG000000415	msp_1826
MGYG000000977	msp_0323
MGYG000004878	msp_0088
MGYG000003190	msp_1219
MGYG000000255	msp_1622
MGYG000003451	msp_0538
MGYG000002019	msp_0762
MGYG000001983	msp_0391
MGYG000000470	msp_0158:0.5215277246550009,msp_0422:0.4784722753449992
MGYG000001220	msp_1712
MGYG000000160	msp_1436
MGYG000004135	msp_0952:0.2877994905244575,msp_1296c:0.5252837741256553,msp_1381:0.18691673534988712
MGYG000001729	msp_0472
MGYG000000501	msp_2088
MGYG000004125	msp_0663
MGYG000001016	msp_0657
MGYG000000201	msp_0244
MGYG000001959	msp_1201
MGYG000002922	msp_0991
MGYG000001001	msp_0894
MGYG000004191	msp_0947
MGYG000000367	msp_0665
MGYG000002233	msp_1013
MGYG000004392	msp_1386
MGYG000000364	msp_0179:0.7214922966211226,msp_0989:0.27850770337887737
MGYG000003383	msp_0469c
MGYG000001874	msp_0775
MGYG000002838	msp_0278
MGYG000001886	msp_0607
MGYG000000246	msp_0832
MGYG000000310	msp_1844
MGYG000001748	msp_0164:0.6407322654462242,msp_0270:0.35926773455377575
MGYG000004155	msp_0685
MGYG000003482	msp_0714c
MGYG000003292	msp_2010
MGYG000000672	msp_0304
MGYG000002149	msp_0268
MGYG000000667	msp_0753
MGYG000004544	msp_0537
MGYG000001361	msp_0092
MGYG000004343	msp_1380
MGYG000003087	msp_0500
MGYG000002047	msp_0729
MGYG000002093	msp_1355
MGYG000000875	msp_0720
MGYG000002039	msp_0331
MGYG000001256	msp_0222
MGYG000000836	msp_1082:0.42667500808950093,msp_1266:0.573324991910499
MGYG000000244	msp_0281
MGYG000003684	msp_0018
MGYG000001257	msp_0877
MGYG000001852	msp_1097
MGYG000000410	msp_0838
MGYG000000725	msp_0426
MGYG000004376	msp_0876
MGYG000001177	msp_1299
MGYG000003965	msp_0990
MGYG000001889	msp_0871
MGYG000002190	msp_0760
MGYG000004308	msp_0392
MGYG000003681	msp_0031
MGYG000004626	msp_1088
MGYG000003964	msp_1379
MGYG000002736	msp_2054
MGYG000001401	msp_0801
MGYG000000162	msp_1489c
MGYG000001067	msp_0380
MGYG000004183	msp_0396:0.2202547178761273,msp_0573:0.3833547304806013,msp_1339:0.08174095467737519,msp_1531c:0.31464959696589617
MGYG000000703	msp_0240
MGYG000000435	msp_1258
MGYG000000166	msp_1006
MGYG000004586	msp_0178:0.10141705401919299,msp_0210:0.15180745978029767,msp_0506:0.5271919191498791,msp_0769:0.2195835670506302
MGYG000001048	msp_1427
MGYG000004732	msp_1520
MGYG000001917	msp_1434
MGYG000001240	msp_1014
MGYG000001646	msp_1261
MGYG000004316	msp_0853c
MGYG000000318	msp_0602c
MGYG000003226	msp_0449
MGYG000000847	msp_0221:0.37811189544232476,msp_1277:0.6218881045576753
MGYG000002709	msp_1177
MGYG000004501	msp_0672
MGYG000002238	msp_1550
MGYG000004115	msp_1279:0.3686531195355374,msp_1854:0.6313468804644626
MGYG000000524	msp_1115
MGYG000000394	msp_0788
MGYG000000475	msp_1031
MGYG000002079	msp_1024
MGYG000000349	msp_1164
MGYG000001764	msp_0686
MGYG000000272	msp_0091
MGYG000004533	msp_0170
MGYG000004786	msp_0314:0.6426829268292683,msp_0794:0.35731707317073175
MGYG000002505	msp_1631
MGYG000000494	msp_1109
MGYG000000683	msp_0895
MGYG000003738	msp_1457
MGYG000002145	msp_1084:0.41400274235567247,msp_1628:0.5859972576443275
MGYG000004735	msp_0579
MGYG000001923	msp_0954
MGYG000002275	msp_0470
MGYG000004769	msp_0131
MGYG000002317	msp_1168:0.42482415241797816,msp_1648:0.5751758475820219
MGYG000004103	msp_1897
MGYG000003417	msp_0751
MGYG000002517	msp_0071
MGYG000000839	msp_0454
MGYG000001609	msp_0279
MGYG000000924	msp_1335
MGYG000002993	msp_0205
MGYG000003215	msp_0885
MGYG000001444	msp_0884
MGYG000002405	msp_0873
MGYG000003835	msp_1052
MGYG000000745	msp_0218:0.3779160186625195,msp_1471c:0.6220839813374806
MGYG000004038	msp_1066
MGYG000002271	msp_1608c
MGYG000000473	msp_1274
MGYG000001113	msp_0724
MGYG000001316	msp_0482
MGYG000001640	msp_0684
MGYG000004389	msp_1180
MGYG000004111	msp_0490
MGYG000001160	msp_0431
MGYG000000372	msp_1134
MGYG000004352	msp_0985
MGYG000004657	msp_1269
MGYG000004712	msp_1353
MGYG000000427	msp_0886
MGYG000003891	msp_0034
MGYG000001647	msp_0993
MGYG000000692	msp_1834
MGYG000002411	msp_1171:0.5454069634741282,msp_1300c:0.45459303652587174
MGYG000001040	msp_1249
MGYG000000483	msp_1760
MGYG000000380	msp_0949:0.5785212477515586,msp_1991:0.4214787522484414
MGYG000001887	msp_0393
MGYG000001776	msp_1232
MGYG000000161	msp_0691
MGYG000003958	msp_0465
MGYG000002602	msp_0507
MGYG000004563	msp_1311
MGYG000003940	msp_0818
MGYG000002353	msp_0403
MGYG000000363	msp_0782
MGYG000003295	msp_0672
MGYG000002296	msp_1599:0.4891335085708724,msp_1702:0.5108664914291277
MGYG000000701	msp_0599
MGYG000004188	msp_1278
MGYG000001512	msp_0198
MGYG000001926	msp_1233
MGYG000001810	msp_0812
MGYG000004587	msp_0445
MGYG000004552	msp_0292
MGYG000004196	msp_0121
MGYG000001558	msp_0602c
MGYG000004126	msp_1548
MGYG000003794	msp_0739c
MGYG000001192	msp_0513
MGYG000004062	msp_0461:0.7493186896215971,msp_0513:0.25068131037840297
MGYG000003899	msp_0484
MGYG000004035	msp_1970
MGYG000004169	msp_1077
MGYG000002376	msp_1084
MGYG000000039	msp_0399
MGYG000004397	msp_0366:0.778985041330058,msp_1277:0.2210149586699419
MGYG000001714	msp_0986
MGYG000002057	msp_0903
MGYG000001248	msp_0426
